#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.movie_name,ltable.year,ltable.directors,ltable.actors,ltable.critic_rating,ltable.genre,ltable.pg_rating,ltable.duration,rtable.movie_name,rtable.year,rtable.directors,rtable.actors,rtable.movie_rating,rtable.genre,rtable.duration
452,3049,3787,The Strangers,2008,,"Scott Speedman,Liv Tyler,Gemma Ward,Kip Weeks,Laura Margolis,Glenn Howerton",1.5,"Horror, Thriller",Rated R,90 minutes,The Stranger,1995,Fritz Kiersch,"Kathy Long, Andrew Divoff, Eric Pierpoint",3.5,Action,98 min 
453,3050,2867,The Fall,2008,,"Catinca Untaru,Lee Pace,Leo Bill,Daniel Caltagirone,Justine Waddell",4.0,"Adventure, Drama, Fantasy, Foreign, Science Fiction, Thriller",Rated R,117 minutes,The Fallen,2003,Ari Taub,"Daniel Asher, Brian Bancale, C.J. Barkus",5.2,"Action, Drama, War",112 min 
454,3051,1967,You Don't Mess With the Zohan,2008,Dennis Dugan,"Adam Sandler,John Turturro,Emmanuelle Chriqui,Lainie Kazan,Rob Schneider,Charlotte Rae,Kevin Nealon,Michael Buffer",3.0,"Action, Comedy",Rated PG-13,113 minutes,You Don't Mess with the Zohan,2008,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui",5.5,"Action, Comedy",113 min 
455,3054,1483,Iron Man,2008,Jon Favreau,"Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow",4.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,126 minutes,Iron Man 2,2010,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow",7.0,"Action, Adventure, Sci-Fi",124 min 
456,3054,1895,Iron Man,2008,Jon Favreau,"Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow",4.0,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,126 minutes,Iron Man,2008,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard",7.9,"Action, Adventure, Sci-Fi",126 min 
457,3056,2091,Spider-Man 3,2007,,"Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe",2.0,"Action, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,139 minutes,Spider-Man 3,2007,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Topher Grace",6.2,"Action, Adventure",139 min 
458,3056,2586,Spider-Man 3,2007,,"Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe",2.0,"Action, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,139 minutes,Spider-Man 2,2004,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina",7.3,"Action, Adventure, Fantasy",127 min 
459,3056,2878,Spider-Man 3,2007,,"Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,J.K. Simmons,James Cromwell,Willem Dafoe",2.0,"Action, Drama, Fantasy, Science Fiction, Thriller",Rated PG-13,139 minutes,Spider-Man,2002,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe",7.3,"Action, Adventure",121 min 
460,3057,2098,Beowulf,2007,Robert Zemeckis,"Ray Winstone,Anthony Hopkins,John Malkovich,Brendan Gleeson,Crispin Glover,Angelina Jolie",3.0,"Action, Adventure, Animation",Rated PG-13,115 minutes,Beowulf,2007,Robert Zemeckis,"Ray Winstone, Crispin Glover, Angelina Jolie",6.3,"Animation, Action, Adventure",115 min 
461,3057,3274,Beowulf,2007,Robert Zemeckis,"Ray Winstone,Anthony Hopkins,John Malkovich,Brendan Gleeson,Crispin Glover,Angelina Jolie",3.0,"Action, Adventure, Animation",Rated PG-13,115 minutes,Beowulf,1999,Graham Baker,"Christopher Lambert, Rhona Mitra, Oliver Cotton",4.0,"Action, Adventure, Fantasy",95 min 
462,3071,1095,Hitman,2007,Xavier Gens,"Dougray Scott,Olga Kurylenko,Robert Knepper,Ulrich Thomsen",3.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,89 minutes,Hitman,2012,Cesar Montano,"Cesar Montano, Phillip Salvador, Sam Pinto",5.5,Action,95 min 
463,3071,2119,Hitman,2007,Xavier Gens,"Dougray Scott,Olga Kurylenko,Robert Knepper,Ulrich Thomsen",3.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,89 minutes,Hitman,2007,Xavier Gens,"Timothy Olyphant, Dougray Scott, Olga Kurylenko",6.3,"Action, Crime, Drama",100 min 
464,3071,3638,Hitman,2007,Xavier Gens,"Dougray Scott,Olga Kurylenko,Robert Knepper,Ulrich Thomsen",3.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,89 minutes,Hitman,1997,R. Dani,"Toshiyuki Dokiya, Todd Edwards, Joe Ferrara",6.9,Action,81 min 
465,3087,1900,Street Kings,2008,David Ayer,"Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Cedric The Entertainer",1.5,"Action, Crime, Drama, Thriller",Rated R,109 minutes,Street Kings,2008,David Ayer,"Keanu Reeves, Forest Whitaker, Hugh Laurie",6.8,"Action, Crime, Drama",109 min 
466,3090,3406,Shelter,2008,,"Trevor Wright,Brad Rowe,Tina Holmes,Jackson Wurth,Ross Thomas,Katie Walder",2.0,Drama,Rated R,101 minutes,Shelter,1998,Scott Paulin,"John Allen Nelson, Brenda Bakke, Peter Onorati",5.1,"Action, Thriller",92 min 
467,3097,2164,Strength and Honor,2007,,"Michael Madsen,Vinnie Jones,Richard Chamberlain,Patrick Bergin",2.5,,Rated R,,Strength and Honour,2007,Mark Mahon,"Michael Madsen, Vinnie Jones, Patrick Bergin",6.1,"Action, Drama",95 min 
468,3099,2439,Revolver,2007,,"Jason Statham,Ray Liotta,Vincent Pastore,Andre Benjamin,Francesca Annis",0.5,"Action, Crime, Drama, Foreign, Thriller",Rated R,115 minutes,Revolver,2005,Guy Ritchie,"Jason Statham, Ray Liotta, Vincent Pastore",6.5,"Action, Crime, Drama",111 min 
469,3109,72,Awake,2007,,"Hayden Christensen,Jessica Alba,Terrence Howard,Lena Olin,Christopher McDonald,Sam Robards,Arliss Howard,Fisher Stevens,Georgina Chapman",3.0,"Drama, Thriller",Rated R,84 minutes,Awaken,2015,Mark Atkins,"Daryl Hannah, Edward Furlong, Vinnie Jones",3.2,"Action, Horror, Thriller",89 min 
470,3119,1923,Jumper,2008,Doug Liman,"Hayden Christensen,Jamie Bell,Rachel Bison,Dine Lane,Samuel L. Jackson,Michael Rooker",1.5,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,88 minutes,Jumper,2008,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Jamie Bell",6.1,"Action, Adventure, Sci-Fi",88 min 
471,3138,2118,National Treasure: Book of Secrets,2007,Jon Turteltaub,"Nicolas Cage,Jon Voight,Justin Bartha,Harvey Keitel,Ed Harris,Diane Kruger,Helen Mirren,Bruce Greenwood",2.0,"Action, Adventure, Mystery, Thriller",Rated PG,124 minutes,National Treasure: Book of Secrets,2007,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha",6.5,"Action, Adventure, Mystery",124 min 
472,3143,6597,The Savages,2007,,"Laura Linney,Philip Bosco,Peter Friedman,Cara Seymour",3.5,"Drama, Indie",Rated R,114 minutes,The Savage,1952,George Marshall,"Charlton Heston, Susan Morrow, Peter Hansen",5.9,"Action, Romance, Western",95 min 
473,3153,2064,Exiled,2007,Johnnie To,"Nick Cheung,Roy Cheung,Josie Ho,Francis Ng",2.5,"Action, Crime, Foreign, Thriller",Rated R,110 minutes,Exile,2008,Mike Conway,"Brian Sheridan, Heather Lei Guzzetta, Tiffany Sinclair",5.2,"Action, Romance, Sci-Fi",82 min 
474,3153,2372,Exiled,2007,Johnnie To,"Nick Cheung,Roy Cheung,Josie Ho,Francis Ng",2.5,"Action, Crime, Foreign, Thriller",Rated R,110 minutes,Exiled,2006,Johnnie To,"Nick Cheung, Anthony Chau-Sang Wong, Francis Ng",7.3,"Action, Crime, Thriller",110 min 
475,3172,2112,Grindhouse,2007,,,2.5,"Action, Horror, Thriller",Rated R,191 minutes,Grindhouse,2007,Robert Rodriguez,"Kurt Russell, Rose McGowan, Danny Trejo",7.7,"Action, Horror, Thriller",191 min 
476,3232,3256,The Silence,1963,,,4.0,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencer,2000,Robert Lee,"Michael Dudikoff, Brennan Elliott, Terence Kelly",5.3,Action,92 min 
477,3232,3740,The Silence,1963,,,4.0,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1996,Richard Pepin,"Jack Scalia, Dennis Christopher, Carlos Lauchu",4.7,"Action, Sci-Fi",103 min 
478,3232,6307,The Silence,1963,,,4.0,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes,The Silencers,1966,Phil Karlson,"Dean Martin, Stella Stevens, Daliah Lavi",6.1,"Action, Adventure, Comedy",102 min 
479,3268,2966,The Circus,1928,,,4.0,"Comedy, Drama, Family, Romance",Rated Unrated,71 minutes,The Circuit,2002,Jalal Merhi,"Olivier Gruner, Simon Kim, James Kim",3.7,"Action, Drama, Sport",91 min 
480,3269,5590,Superman,1978,,,4.0,"Action, Family, Fantasy, Science Fiction",Rated PG,143 minutes,Superman,1978,Richard Donner,"Christopher Reeve, Margot Kidder, Gene Hackman",7.3,"Action, Drama, Sci-Fi",143 min 
481,3279,5508,Seven,1995,David Fincher,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree",4.0,"Action, Drama",Rated R,127 minutes,Seven,1979,Andy Sidaris,"William Smith, John Alderman, Henry Ayau",6.1,"Action, Drama",100 min 
482,3286,6386,Harakiri,1962,,,4.0,"Drama, Foreign",Rated Unrated,135 minutes,Harakiri,1962,Masaki Kobayashi,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita",8.7,"Action, Drama, History",133 min 
483,3317,6810,The Adventures of Robin Hood,1938,,,4.0,"Action, Adventure, Drama, Romance",Rated PG,102 minutes,The Adventures of Robin Hood,1938,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Basil Rathbone",8.0,"Action, Adventure, Romance",102 min 
484,3344,6882,Scarface,1983,Brian DePalma,"Al Pacino,Steven Bauer,Michelle Pfeiffer,Robert Loggia",4.0,"Action, Adventure, Crime, Drama, Thriller",Rated R,170 minutes,Scarface,1932,Howard Hawks,"Paul Muni, Ann Dvorak, Karen Morley",7.8,"Action, Crime, Drama",93 min 
485,3345,6681,The Treasure of the Sierra Madre,1948,,,4.0,"Action, Adventure, Drama, Western",Rated NR,126 minutes,The Treasure of the Sierra Madre,1948,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt",8.3,"Action, Adventure, Drama",126 min 
486,3346,4914,Alien,1979,,,4.0,"Action, Horror, Science Fiction, Thriller",Rated R,117 minutes,Aliens,1986,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn",8.4,"Action, Horror, Sci-Fi",137 min 
487,3366,1082,The Dead,1987,John Huston,"Angelica Huston,Donal McCann,Rachel Dowling,Dan O'Herlihy,Donal Donnelly,Cathleen Delany,Helena Carroll,Ingrid Craigie,Frank Patterson",4.0,"Drama, Foreign, Romance",Rated PG,83 minutes,The Deal,2012,Sandra Nashaat,"Ahmed el-Sakka, Ahmed Ezz, Hanan Turk",7.2,"Action, Crime, Drama",115 min 
488,3366,2143,The Dead,1987,John Huston,"Angelica Huston,Donal McCann,Rachel Dowling,Dan O'Herlihy,Donal Donnelly,Cathleen Delany,Helena Carroll,Ingrid Craigie,Frank Patterson",4.0,"Drama, Foreign, Romance",Rated PG,83 minutes,The Deal,2007,Bryan Goeres,"Penelope Ann Miller, Henry Thomas, Andoni Gracia",4.6,"Action, Thriller",89 min 
489,3378,1281,Victim,1961,,,4.0,"Drama, Foreign",,90 minutes,Victim,2011,Alex Pillai,"Ashley Chin, Ashley Madekwe, Jason Maza",4.9,"Action, Drama",86 min 
490,3379,4764,The Big Heat,1953,Fritz Lang,"Glenn Ford,Gloria Grahame,Jocelyn Brando,Alexander Scourby,Lee Marvin,Jeannette Nolan",4.0,"Crime, Drama, Film Noir",Rated NR,89 minutes,The Big Heat,1988,Yeung-Wah Kam,"Waise Lee, Joey Wang, Matthew Wong",7.0,"Action, Crime, Thriller",98 min 
491,3405,5072,Ran,1985,,,4.0,"Action, Adventure, Drama, Foreign, History, Indie",Rated R,162 minutes,Ran,1985,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu",8.3,"Action, Drama, War",162 min 
492,3418,5841,Bring Me the Head of Alfredo Garcia,1974,,,4.0,"Action, Comedy, Crime, Drama, Thriller",Rated R,112 minutes,Bring Me the Head of Alfredo Garcia,1974,Sam Peckinpah,"Warren Oates, Isela Vega, Robert Webber",7.6,"Action, Crime, Drama",112 min 
493,3421,6570,Beat the Devil,1954,,,4.0,"Adventure, Comedy, Crime, Drama",,89 minutes,Beat the Devil,1953,John Huston,"Humphrey Bogart, Jennifer Jones, Gina Lollobrigida",6.7,"Action, Adventure, Comedy",89 min 
494,3433,6582,Fargo,1996,Joel Coen,"Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell",4.0,"Comedy, Crime, Drama",Rated R,98 minutes,Fargo,1952,Lewis D. Collins,"Bill Elliott, Myron Healey, Phyllis Coates",6.7,"Action, Western",69 min 
495,3433,6583,Fargo,1996,Joel Coen,"Frances McDormand,William H. Macy,Steve Buscemi,Peter Stormare,Harve Presnell",4.0,"Comedy, Crime, Drama",Rated R,98 minutes,Fargo,1952,Lewis D. Collins,"Bill Elliott, Myron Healey, Phyllis Coates",6.7,"Action, Western",69 min 
496,3440,2265,Greed,1925,,,4.0,"Drama, History",,,Greed,2006,Ron Wolotzky,"Jason London, Darlene Tejeiro, Andrea Bogart",3.3,"Action, Horror, Thriller",93 min 
497,3449,5359,Raiders of the Lost Ark,1981,,,4.0,"Action, Adventure",Rated PG,115 minutes,Raiders of the Lost Ark,1981,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman",8.6,"Action, Adventure",115 min 
498,3459,2437,King Kong,1933,,,4.0,"Action, Adventure, Drama, Horror, Thriller",Rated NR,100 minutes,King Kong,2005,Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody",7.3,"Action, Adventure, Drama",187 min 
499,3459,6396,King Kong,1933,,,4.0,"Action, Adventure, Drama, Horror, Thriller",Rated NR,100 minutes,King Kong,1962,Babubhai Mistri,"Kumkum, Dara Singh, Chandrashekhar",6.2,"Action, Adventure, Comedy",142 min 
500,3468,703,Unforgiven,1992,,,4.0,"Action, Drama, Western",Rated R,131 minutes,Unforgiven,2013,Sang-il Lee,"Ken Watanabe, Yukiyoshi Ozawa, Jun Kunimura",7.1,"Action, Crime, Drama",135 min 
501,3478,6200,The Wild Bunch,1969,Sam Peckinpah,"William Holden,Robert Ryan,Warren Oates,Jaime Sanchez",4.0,"Action, Drama, Western",Rated R,145 minutes,The Wild Bunch,1969,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan",8.0,"Action, Adventure, Western",145 min 
502,3487,6676,Red River,1948,Howard Hawks,"John Wayne,Montgomery Clift,Joanne Dru Groot,Walter Brennan,Coleen Gray,John Ireland,Noah Beery Jr.",4.0,"Action, Western",Rated NR,133 minutes,Red River,1948,Howard Hawks,"John Wayne, Montgomery Clift, Joanne Dru",7.8,"Action, Adventure, Romance",133 min 
503,3514,6903,The General,1927,"Buster Keaton,Clyde Bruckman","Buster Keaton,Marion Mack,Charles Smith",4.0,"Action, Adventure, Comedy, Drama, Romance, War",Rated NR,107 minutes,The General,1926,Clyde Bruckman,"Buster Keaton, Marion Mack, Glen Cavender",8.3,"Action, Adventure, Comedy",67 min 
