id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
2065,footnote,2012,Joseph Cedar,"Shlomo Bar Aba,Lior Ashkenazi,Alisa Rosen,Alma Zak,Micah Lewesohn",4.0,"Comedy, Drama, Foreign",Rated PG,103 minutes
2066,seeking justice,2012,Roger Donaldson,"Nicolas Cage,January Jones,Guy Pearce,Harold Perrineau,Jennifer Carpenter",1.5,"Action, Drama, Thriller",Rated R,105 minutes
2067,jeff who lives at home,2012,"Jay Duplass, Mark Duplass","Jason Segel,Ed Helms,Susan Sarandon,Judy Greer,Rae Dawn Chong,Steve Zissis",3.0,"Comedy, Drama, Foreign",Rated R,83 minutes
2068,the hunger games,2012,Gary Ross,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Elizabeth Banks,Woody Harrelson,Lenny Kravitz,Wes Bentley",3.0,"Adventure, Family, Science Fiction, Thriller",Rated PG-13,142 minutes
2069,the snowtown murders,2012,Justin Kurzel,"Daniel Henshall,Lucas Pittaway,Louise Harris,Anthony Groves",3.5,"Crime, Drama, Foreign, Horror, Thriller",Rated NR,119 minutes
2070,the kid with a bike,2012,"Jean-Pierre Dardenne, Luc Dardenne","Thomas Doret,Cecile De France,Jeremie Renier,Egon Di Mateo",3.5,"Drama, Foreign",Rated NR,87 minutes
2071,casa de mi padre,2012,Matt Piedmont,"Will Ferrell,Gael Garcia Bernal,Diego Luna,Genesis Rodriguez,Pedro Armendariz, Jr.",2.0,"Comedy, Foreign",Rated R,84 minutes
2072,the raid: redemption,2012,Gareth Evans,"Iko Uwais,Joe Taslim,Yayan Ruhian",1.0,"Action, Crime, Foreign, Thriller",Rated R,101 minutes
2073,october baby,2012,Andrew,"Rachel Hendrix,Jason Burkey,John Schneider,Jennifer Price,Shari Rigby,Jasmine Guy,Robert Amaya,Rodney Clark,Tracy Miller,Chris Sligh",2.0,Drama,Rated PG-13,107 minutes
2074,diary of a lost girl,1929,,,4.0,"Drama, Foreign",,104 minutes
2075,the deep blue sea,2012,Terence Davies,"Rachel Weisz,Simon Russell Beale,Tom Hiddleston,Harry Hadden-Paton,Barbara Jefford",3.5,"Drama, Foreign, Romance",Rated R,98 minutes
2076,they call it myanmar: lifting the curtain,2012,Robert H. Lieberman,,3.0,Documentary,Rated NR,84 minutes
2077,goon,2012,Michael Dowse,"Seann William Scott,Jay Baruchel,Alison Pill,Liev Schreiber,Eugene Levy,Marc-Andre Grondin",3.0,"Comedy, Sport",Rated R,92 minutes
2078,delicacy,2012,"David,Stephane Foenkinos","Audrey Tautou,Francois Damiens,Bruno Todeschini,Josephine de Meaux",3.0,"Comedy, Drama, Foreign, Romance",Rated NR,108 minutes
2079,mirror mirror,2012,Tarsem Singh,"Julia Roberts,Lily Collins,Armie Hammer,Nathan Lane,Jordan Prentice,Mark Povinelli,Joe Gnoffo,Danny Woodburn,Sebastian Saraceno,Martin Klebba,Ronald Lee Clark,Robert Emms,Mare Winningham,Michael Lerner,Sean Bean",2.5,"Adventure, Comedy, Drama, Family, Fantasy, Science Fiction",Rated PG,106 minutes
2080,the salt of life,2012,Gianni Di Gregorio,"Gianni Di Gregorio,Valeria De Franciscis,Alfonso Santagata,Elisabetta Piccolomini,Valeria Cavalli,Aylin Prandi",3.0,"Comedy, Foreign",Rated NR,90 minutes
2081,a separation,2012,Asghar Farhadi,"Peyman Moadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,Sarina Farhadi",4.0,"Drama, Foreign",Rated PG-13,123 minutes
2082,amador,2012,,"Magaly Solier,Celso Bugallo,Pietro Sibille,Sonia Almarcha,Fanny de Castro",2.0,"Drama, Foreign",Rated NR,
2083,man on a ledge,2012,Asger Leth,"Sam Worthington,Elizabeth Banks,Edward Burns,Jamie Bell,Genesis Rodriguez,Ed Harris,Kyra Sedgwick",2.0,"Action, Crime, Thriller",Rated PG-13,102 minutes
2084,tomboy,2012,Celine Sciamma,"Zoe Heran,Malonn Levana,Jeanne Disson,Sophie Cattani,Mathieu Demy",3.5,"Drama, Foreign",Rated NR,82 minutes
2085,smiles of a summer night,1955,Ingmar Bergman,"Ulla Jacobsson,Eva Dahlbeck,Harriet Andersson",4.0,"Comedy, Drama, Foreign, Romance",,108 minutes
2086,chronicle,2012,Josh Trank,"Dane DeHaan,Alex Russell,Michael B. Jordan,Ashley Hinshaw",3.5,"Drama, Science Fiction, Thriller",Rated PG-13,84 minutes
2087,coriolanus,2012,Ralph Fiennes,"Ralph Fiennes,Gerard Butler,Brian Cox,Vanessa Redgrave,Jessica Chastain,John Kani,Paul Jesson",3.5,"Drama, Foreign, Thriller",Rated R,123 minutes
2088,the woman in black,2012,James Watkins,"Daniel Radcliffe,Ciaran Hinds,Janet McTeer,Misha Handley,Roger Allam",3.0,"Drama, Foreign, Horror, Thriller",Rated PG-13,95 minutes
2089,my piece of the pie,2011,Cedric Klapisch,"Gilles Lellouche,Karin Viard,Raphaele Godin,Lunis Sakji,Audrey Lamy",2.5,"Comedy, Drama, Foreign",Rated NR,109 minutes
2090,the innkeepers,2012,Ti West,"Sara Paxton,Pat Healy,Kelly McGillis,George Riddle,Alison Bartlett,Lena Dunham",3.0,"Horror, Thriller",Rated R,102 minutes
2091,windfall,2012,Laura Israel,,3.0,Documentary,Rated NR,
2092,journey 2: mysterious island,2012,Brad Peyton,"Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzman",2.5,"Action, Adventure, Science Fiction",Rated PG,94 minutes
2093,addiction incorporated,2012,Charles Evans Jr,,3.0,Documentary,Rated PG,
2094,house of pleasures,2012,Bertrand Bonello,"Noemie Lvovsky,Hafsia Herzi,Celine Sallette,Jasmine Trinca,Adele Haenel,Alice Barnole",3.5,"Drama, Foreign",Rated NR,122 minutes
2095,the vow,2012,Michael Sucsy,"Rachel McAdams,Channing Tatum,Jessica Lange,Sam Neill,Scott Speedman",2.5,"Drama, Romance",Rated PG-13,104 minutes
2096,the double,2011,Michael Brandt,"Richard Gere,Topher Grace,Martin Sheen,Stephen Moyer,Odette Yustman",2.0,"Action, Crime, Drama, Mystery, Thriller",Rated PG-13,98 minutes
2097,like crazy,2011,Drake Doremus,"Anton Yelchin,Felicity Jones,Jennifer Lawrence,Charlie Bewley,Alex Kingston,Oliver Muirhead",3.0,"Drama, Indie, Romance",Rated PG-13,90 minutes
2098,urbanized,2011,Gary Hustwit,,3.0,Documentary,Rated NR,82 minutes
2099,the son of no one,2011,Dino Montiel,"Al Pacino,Channing Tatum,Ray Liotta,Katie Holmes,Juliette Binoche,Tracy Morgan",2.0,"Crime, Drama, Thriller",Rated R,90 minutes
2100,"into the abyss: a tale of death, a tale of life",2011,Werner Herzog,"Richard Lopez,Michael James Perry,Damon Hall,Charles Richardson,Lisa Sotler-Balloun,Jason Burkett,Jared Talbert,Amanda West,Delbert Burkett,Melyssa Thompson-Burkett,Fred Allen",4.0,,,
2101,the women on the 6th floor,2011,Philippe Le Guay,"Fabrice Luchini,Sandrine Kiberlain,Natalia Verbeke,Carmen Maura,Lola Duenas,Berta Ojea,Michele Gleizer,Nuria Sole,Concha Galan",3.0,"Comedy, Drama, Foreign",Rated NR,106 minutes
2102,j. edgar,2011,Clint Eastwood,"Leonardo DiCaprio,Naomi Watts,Armie Hammer,Josh Lucas,Judi Dench",3.5,"Crime, Drama, History",Rated R,137 minutes
2103,melancholia,2011,Lars von Trier,"Kirsten Dunst,Charlotte Gainsbourg,Alexander Skarsgard,Kiefer Sutherland,Brady Corbet,Charlotte Rampling,John Hurt,Stellan Skarsgard,Wedding Planner",3.5,"Drama, Foreign, Science Fiction",Rated R,136 minutes
2104,revenge of the electric car,2011,,,3.0,Documentary,Rated PG-13,90 minutes
2105,shadow of a doubt,1943,Alfred Hitchcock,"Joseph Cotten,Macdonald Carey,Henry Travers,Patricia Collinge,Hume Cronyn",4.0,"Crime, Drama, Film Noir, Thriller",Rated PG,108 minutes
2106,immortals,2011,Tarsem Singh,"Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas",1.5,"Action, Fantasy, Science Fiction",Rated R,110 minutes
2107,steve jobs: the lost interview,2011,Paul Sen,,3.0,Documentary,Rated NR,70 minutes
2108,the world is big and salvation lurks around the corner,2011,Stephan Komandarev,"Miki Manojlovic,Carlo Ljubek",3.0,"Drama, Foreign",Rated NR,105 minutes
2109,the lie,2011,Joshua Leonard,"Joshua Leonard,Jess Weixler,Kelli Garner,Alia Shawkat,Mark Webber,Jane Adams,Allison Anders",3.0,"Comedy, Drama",Rated R,80 minutes
2110,the descendants,2011,Alexander Payne,"George Clooney,Shailene Woodley,Amara Miller,Nick Krause,Beau Bridges,Robert Forster,Matthew Lillard,Judy Greer",4.0,"Comedy, Drama",Rated R,115 minutes
2111,happy feet two,2011,George Miller,"Elijah Wood,Ava Acres,Robin Williams,Pink,Brad Pitt,Matt Damon,Sofia Vergara,Common,Hugo Weaving",2.5,"Animation, Comedy, Family, Foreign, Music",Rated PG,99 minutes
2112,a very harold & kumar 3d christmas,2011,Todd Strauss-Schulson,"Kal Penn,John Cho,Neil Patrick Harris,Danny Trejo,Patton Oswalt",2.5,"Adventure, Comedy",Rated R,108 minutes
2113,le havre,2011,Aki Kaurismäki,"Andre Wilms,Kati Outinen,Blondin Miguel,Jean-Pierre Darroussin,Elina Salo,Evelyne Didi",4.0,"Comedy, Drama, Foreign",Rated NR,93 minutes
2114,the last rites of joe may,2011,Joe Maggio,"Dennis Farina,Gary Cole,Jamie Anne Allman,Ian Barford,Meredith Droeger,Chelcie Ross",3.5,Drama,Rated NR,106 minutes
2115,we bought a zoo,2011,Cameron Crowe,"Matt Damon,Scarlett Johansson,Thomas Haden Church,Patrick Fugit,Colin Ford,Elle Fanning,Angus MacFadyen",2.5,"Comedy, Drama, Family",Rated PG,124 minutes
2116,war horse,2011,Steven Spielberg,"Jeremy Irvine,Emily Watson,David Thewlis,Peter Mullan,Niels Arestrup,Tom Hiddleston",3.5,"Drama, War",Rated PG,146 minutes
2117,the artist,2011,,"Jean Dujardin,Berenice Bejo,John Goodman,James Cromwell,Penelope Ann Miller,Missi Pyle,Malcolm McDowell",4.0,"Comedy, Drama, Foreign",Rated PG,100 minutes
2118,paul goodman changed my life,2011,Jonathan Lee,,3.0,"Documentary, Drama, History",Rated NR,89 minutes
2119,miss minoes,2011,Vincent Bal,"Carice van Houten,Theo Maassen,Sarah Bannier,Pierre Bokma,Hans Kesting",2.0,"Comedy, Family, Fantasy, Foreign, Science Fiction",Rated PG,86 minutes
2120,contact,1997,Robert Zemeckis,"Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt,William Fichtner,David Morse,Angela Bassett,Rob Lowe",4.0,"Drama, Mystery, Science Fiction",Rated PG,150 minutes
2121,the man who shot liberty valance,1962,,,4.0,"Action, Mystery, Thriller, Western",Rated Unrated,123 minutes
2122,outrage,2012,Takeshi Kitano,"Beat Takeshi,Soichiro Kitamura,Ryo Kase,Tomokazu Miura",2.5,"Action, Crime, Documentary, Drama, Foreign, Thriller",Rated R,109 minutes
2123,in the land of blood and honey,2012,Angelina Jolie,"Zana Marjanovic,Goran Kostic,Rade Serbedzija",2.5,"Drama, Foreign, Romance, War",Rated R,127 minutes
2124,the conquest,2012,Xavier Durringer,"Denis Podalydes,Florence Pernel,Bernard Le Coq,Samuel Labarthe",3.0,"Action, Adventure, Drama, Foreign, War",Rated NR,160 minutes
2125,pariah,2012,Dee Rees,"Adepero Oduye,Pernell Walker,Kim Wayans,Aasha Davis,Charles Parnell",3.5,Drama,Rated R,86 minutes
2126,the killing,1956,,,4.0,"Action, Crime, Drama, Thriller",Rated NR,85 minutes
2127,paradise lost 3: purgatory,2012,"Joe Berlinger,Bruce Sinofsky",,3.5,Documentary,Rated Unrated,121 minutes
2128,joyful noise,2012,Todd Graff,"Queen Latifah,Dolly Parton,Keke Palmer,Jeremy Jordan,Dexter Darden,Courtney B. Vance,Jesse L. Martin",1.5,"Comedy, Music",Rated PG-13,117 minutes
2129,the iron lady,2012,Phyllida Lloyd,"Meryl Streep,Jim Broadbent,Alexandra Roach,Harry Lloyd,Olivia Colman,John Sessions",2.0,"Drama, Foreign, History",Rated PG-13,105 minutes
2130,sundance shorts 2012,2012,,,3.0,,Rated Unrated,
2131,newlyweds,2012,Edward Burns,"Edward Burns,Kerry Bishe,Marsha Dietlein,Caitlin Fitzgerald,Johnny Solo",2.0,"Comedy, Romance",Rated NR,85 minutes
2132,the heir apparent: largo winch,2011,Jerome Salle,"Tomer Sisley,Kristin Scott Thomas,Miki Manojlovic,Melanie Thierry,Steven Waddington,Gilbert Melki",2.0,"Action, Adventure, Drama, Foreign, Thriller",Rated NR,108 minutes
2133,contraband,2012,Baltasar Kormakur,"Mark Wahlberg,Kate Beckinsale,Giovanni Ribisi,Ben Foster,J.K. Simmons,Diego Luna,Lukas Haas",2.0,"Action, Crime, Drama, Thriller",Rated R,109 minutes
2134,3,2011,Tom Tykwer,"Sophie Rois,Sebastian Schipper,Devid Striesow,Annedore Kleist,Alexander Horbe",2.5,,Rated NR,
2135,the twilight saga: breaking dawn - part 1,2011,Bill Condon,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Billy Burke,Peter Facinelli,Elizabeth Reaser,Kellan Lutz,Nikki Reed,Jackson Rathbone,Ashley Greene",2.5,"Adventure, Drama, Family, Fantasy, Romance, Science Fiction",Rated PG-13,117 minutes
2136,my week with marilyn,2011,Simon Curtis,"Michelle Williams,Eddie Redmayne,Kenneth Branagh,Dominic Cooper,Julia Ormond,Dougray Scott",3.5,"Drama, Foreign",Rated R,99 minutes
2137,the muppets,2011,James Bobin,"Jason Segel,Amy Adams,Chris Cooper,Zach Galifianakis,Rashida Jones",3.0,"Comedy, Family, Musical",Rated PG,103 minutes
2138,hugo,2011,Martin Scorsese,"Asa Butterfield,Emily Mortimer,Jude Law,Ray Winstone,Christopher Lee,Helen McCrory,Michael Stuhlbarg,Richard Griffiths",4.0,"Adventure, Drama, Family, Fantasy, Mystery",Rated PG,126 minutes
2139,a man escaped,1956,,,4.0,"Drama, Foreign, Indie",Rated Unrated,99 minutes
2140,being elmo: a puppeteer's journey,2011,Constance Marks,,3.0,"Documentary, Family",Rated NR,80 minutes
2141,answers to nothing,2011,Matthew Leutwyler,"Dane Cook,Elizabeth Mitchell,Julie Benz,Barbara Hershey,Zach Gilford,Erik Palladino,Kali Hawk,Aja Volkman,Miranda Bailey,Mark Kelly",2.5,"Drama, Mystery, Thriller",Rated R,
2142,shame,2011,Steve McQueen,"Michael Fassbender,Carey Mulligan,James Badge Dale,Nicole Beharie",4.0,"Drama, Foreign",Rated NC-17,101 minutes
2143,america the beautiful 2: the thin commandments,2011,Daryl Roberts,,2.5,Documentary,Rated NR,
2144,tyrannosaur,2011,Paddy Considine,"Peter Mullan,Olivia Colman,Eddie Marsan,Paul Popplewell,Samuel Bottomley",3.5,"Drama, Foreign, Romance",Rated NR,93 minutes
2145,kinyarwanda,2011,Alrick Brown,"Hassan Kabera,Edouard Bamporiki,Cassandra Freeman,Marc Gwamaka,Hadidja Zaninka,Mutsari Jean",4.0,"Drama, Foreign, Romance",Rated NR,100 minutes
2146,letters from the big man,2011,Christopher Munch,"Lily Rabe,Jim Cody Williams,Fiona Dourif,Don McManus,Karen Black",3.0,Drama,Rated NR,115 minutes
2147,elite squad: the enemy within,2011,,"Wagner Moura,Irandhir Santos,Andre Ramiro,Maria Ribeiro,Seu Jorge",3.0,"Action, Crime, Drama, Foreign, Thriller",Rated NR,115 minutes
2148,passione,2011,John Turturro,,3.5,"Drama, Foreign, History, Music",Rated NR,90 minutes
2149,departures,2009,Yojiro Takita,"Masahiro Motoki,Ryoko Hirosue,Tsutomu Yamazaki,Yo Kimiko,Kazuko Yoshiyuki",4.0,"Drama, Foreign, Music",Rated PG-13,130 minutes
2150,young adult,2011,Jason Reitman,"Charlize Theron,Patton Oswalt,Patrick Wilson,Elizabeth Reaser,Jill Eikenberry,Mary Beth Hurt",3.5,"Comedy, Drama, Romance",Rated R,94 minutes
2151,silent souls,2011,Aleksei Fedorchenko,"Igor Sergeev,Yuriy Tsurilo,Yuliya Aug",4.0,"Drama, Foreign",Rated NR,77 minutes
2152,young goethe in love,2011,Philipp Stoelzl,"Alexander Fehling,Miriam Stein,Moritz Bleibtreu,Volker Bruch",3.0,"Drama, Foreign, Romance",Rated NR,100 minutes
2153,new year's eve,2011,Garry Marshall,"Halle Berry,Hilary Swank,Robert De Niro,Michelle Pfeiffer,Jon Bon Jovi,Zac Efron,Sarah Jessica Parker,Ashton Kutcher",1.0,"Comedy, Romance",Rated PG-13,118 minutes
2154,the sitter,2011,David Gordon Green,"Jonah Hill,Max Records,Ari Graynor,J.B. Smoove,Sam Rockwell,Landry Bender,Kevin Hernandez",1.0,Comedy,Rated R,81 minutes
2155,garbo the spy,2011,Edmon Roch,,3.0,"Documentary, Foreign",Rated NR,88 minutes
2156,sherlock holmes: a game of shadows,2011,Guy Ritchie,"Robert Downey Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris,Stephen Fry,Paul Anderson,Kelly Reilly,Eddie Marsan",3.5,"Action, Adventure, Comedy, Crime, Mystery, Thriller",Rated PG-13,129 minutes
2157,mission: impossible -- ghost protocol,2011,Brad Bird,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist",3.5,"Action, Adventure, Thriller",Rated PG-13,133 minutes
2158,the girl with the dragon tattoo,2011,David Fincher,"Rooney Mara,Daniel Craig,Christopher Plummer,Stellan Skarsgard,Robin Wright,Joely Richardson",3.5,"Crime, Drama, Mystery, Thriller",Rated R,158 minutes
2159,a dangerous method,2011,David Cronenberg,"Viggo Mortensen,Michael Fassbender,Keira Knightley,Sarah Gadon,Vincent Cassel",3.5,"Drama, Foreign, Thriller",Rated R,99 minutes
2160,that girl in yellow boots,2011,Anurag Kashyap,"Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,Puja Sarup",3.5,"Foreign, Thriller",Rated NR,
2161,tinker tailor soldier spy,2011,Tomas Alfredson,"Gary Oldman,John Hurt,Colin Firth,Ciaran Hinds,Toby Jones,David Dencik",3.0,"Action, Drama, Foreign, Mystery, Thriller",Rated R,127 minutes
2162,the adventures of tintin,2011,Steven Spielberg,"Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Toby Jones",3.5,"Action, Adventure, Animation, Family",Rated PG,107 minutes
2163,carnage,2012,Roman Polanski,"Jodie Foster,Kate Winslet,Christoph Waltz,John C. Reilly",3.0,,Rated R,
2164,haywire,2012,Steven Soderbergh,"Gina Carano,Michael Fassbender,Ewan McGregor,Bill Paxton,Channing Tatum,Antonio Banderas,Michael Douglas",3.0,"Action, Thriller",Rated R,93 minutes
2165,pina,2012,Wim Wenders,,3.5,"Documentary, Foreign",Rated PG,106 minutes
2166,the wages of fear,1955,Henri-Georges Clouzot,"Yves Montand,Charles Vanel",4.0,"Drama, Foreign, Thriller",Rated NR,148 minutes
2167,red tails,2012,Anthony Hemingway,"Terrence Howard,Cuba Gooding Jr.,Bryan Cranston,Joshua Dallas,Daniela Ruah,David Oyelowo,Gerald McRaney,Ne-Yo",2.5,"Action, Adventure, Drama, History, War",Rated PG-13,125 minutes
2168,footloose,2011,Craig Brewer,"Kenny Wormald,Julianne Hough,Dennis Quaid,Andie MacDowell,Patrick John Flueger,Miles Teller,Ray McKinnon",1.5,"Comedy, Drama, Family, Music, Romance",Rated PG-13,113 minutes
2169,flowers of war,2012,,"Christian Bale,Ni Ni,Huang Tianyuan,Zhang Xinyi",2.0,"Drama, Foreign, History",Rated R,145 minutes
2170,world on a wire,2011,Rainer Werner Fassbinder,"Barbara Valentin,Mascha Rabben,Karl Heinz Vosgerau,Wolfgang Schenck,Ulli Lommel,Adrian Hoven,Joachim Hansen,Kurt Raab,Margit Carstensen,Ingrid Caven",3.0,"Crime, Drama, Foreign, Science Fiction, Thriller",Rated NR,204 minutes
2171,trespass,2011,Joel Schumacher,"Nicolas Cage,Nicole Kidman,Ben Mendelsohn,Liana Liberato,Cam Gigandet",2.0,"Crime, Drama, Thriller",Rated R,91 minutes
2172,norman,2011,Jonathan Segal,"Dan Byrd,Richard Jenkins,Emily VanCamp,Adam Goldberg,Billy Lush",3.0,"Comedy, Drama",Rated PG-13,
2173,the thing,2011,John Carpenter,"Mary Elizabeth Winstead,Joel Edgerton,Ulrich Thomsen,Eric Christian Olsen",2.5,"Horror, Mystery, Science Fiction",Rated R,103 minutes
2174,fireflies in the garden,2011,Dennis Lee,"Ryan Reynolds,Willem Dafoe,Emily Watson,Carrie-Anne Moss,Julia Roberts,Hayden Panettiere",2.0,"Drama, Indie",Rated R,108 minutes
2175,the mill and the cross,2011,Lech Majewski,"Rutger Hauer,Michael York,Charlotte Rampling",4.0,"Drama, Foreign, Indie",Rated NR,92 minutes
2176,paranormal activity 3,2011,"Henry Joost,Ariel Schulmani","Chris Smith,Katie Featherston,Sprague Grayden,Lauren Bittner,Chloe Csengery,Brian Boland,Dustin Ingram,Mark Fredrichs",1.0,Horror,Rated R,83 minutes
2177,the skin i live in,2011,Pedro Almodvar,"Antonio Banderas,Elena Anaya,Blanca Suarez,Jan Cornet,Roberto Alamo,Marisa Paredes",3.0,"Drama, Foreign, Horror, Mystery, Thriller",Rated R,117 minutes
2178,mighty macs,2011,Tim Chambers,"Carla Gugino,David Boreanaz,Marley Shelton,Ellen Burstyn,Malachy McCourt,Phyllis Somerville",2.0,"Action, Drama, Sport",Rated G,102 minutes
2179,margin call,2011,J.C. Chandor,"Kevin Spacey,Paul Bettany,Jeremy Irons,Zachary Quinto,Penn Badgley,Simon Baker,Mary McDonnell,Demi Moore,Stanley Tucci",3.5,"Drama, Suspense, Thriller",Rated R,107 minutes
2180,texas killing fields,2011,Ami Canaan Mann,"Sam Worthington,Jeffrey Dean Morgan,Jessica Chastain,Chloe Grace Moretz,Jason Clarke,Annabeth Gish,Sheryl Lee,Stephen Graham",2.0,"Crime, Drama, Horror, Mystery, Thriller",Rated R,105 minutes
2181,jamie and jessie are not together,2011,Wendy Jo Carlton,"Jacqui Jackson,Jessica London-Shields,Fawzia Mirza,Marika Engelhardt,Sienna Harris",3.0,,Rated NR,
2182,gainsbourg: a heroic life,2011,Joann Sfar,"Eric Elmosnino,Lucy Gordon,Laetitia Casta,Doug Jones,Anna Mouglalis,Mylene Jampanoi",3.0,"Drama, Foreign, Music",Rated NR,130 minutes
2183,the rum diary,2011,Bruce Robinson,"Johnny Depp,Aaron Eckhart,Michael Rispoli,Amber Heard,Richard Jenkins,Giovanni Ribisi",2.5,"Comedy, Drama",Rated R,120 minutes
2184,nosferatu the vampyre,1979,,"Klaus Kinski,Isabelle Adjani",4.0,"Drama, Foreign, Horror, Indie",Rated R,107 minutes
2185,anonymous,2011,Roland Emmerich,"Rhys Ifans,Vanessa Redgrave,Joely Richardson,Rafe Spall,Sam Reid,David Thewlis",3.5,"Drama, Foreign, History, Mystery, Thriller",Rated PG-13,130 minutes
2186,in time,2011,Andrew Niccol,"Justin Timberlake,Olivia Wilde,Amanda Seyfried,Vincent Kartheiser,Cillian Murphy,Matt Bomer,Alex Pettyfer,Johnny Galecki",3.0,"Action, Science Fiction, Thriller",Rated PG-13,109 minutes
2187,boy wonder,2011,Michael Morrissey,"Caleb Steinmeyer,Bill Sage,Zulay Henao,Tracy Middendorf",3.5,"Action, Crime, Drama, Thriller",Rated R,93 minutes
2188,the wise kids,2011,Stephen Cone,"Molly Kunz,Tyler Ross,Allison Torem,Matt DeCaro,Sadieh Rifai,Stephen Cone,Matt DeCaro,Cliff Chamberlain,Sadie Rogers,Ann Whitney,Rodney Lee Rogers",3.0,,Rated NR,91 minutes
2189,martha marcy may marlene,2011,Sean Durkin,"Elizabeth Olsen,Sarah Paulson,Hugh Dancy,John Hawkes,Brady Corbet",3.5,"Drama, Thriller",Rated R,102 minutes
2190,oranges and sunshine,2011,Jim Loach,"Emily Watson,Hugo Weaving,Federay Holmes,Lorraine Ashbourne,David Wenham",3.0,"Drama, Foreign",Rated R,100 minutes
2191,tower heist,2011,Brett Ratner,"Ben Stiller,Eddie Murphy,Casey Affleck,Alan Alda,Matthew,Tea Leoni,Michael Pena,Gabourey Sidibe,Judd Hirsch",2.5,"Action, Comedy",Rated PG-13,104 minutes
2192,happy happy,2011,Anne Sewitsky,"Agnes Kittelsen,Henrik Rafaelsen,Joachim Rafaelsen,Maibritt Saerens",3.0,,Rated R,
2193,cowboys & aliens,2011,John Favreau,"Daniel Craig,Harrison Ford,Olivia Wilde,Sam Rockwell,Adam Beach,Paul Dano,Keith Carradine",3.0,"Action, Science Fiction, Thriller, Western",Rated PG-13,119 minutes
